Time,stc-edc,total core,instance,connections,reshup-min,reshup-max,reshup-avg,p10,p20,p30,p40,p50,p60,p75,p90,hpthrput,HT
MonMay1004:22:44PDT2021, 0-3, 8, 1, 16 , 0.543,  3.599, 1.30,  0.631,  0.703,  0.791,  0.9222000000000001,  1.015,  1.247,  1.679,  2.463, 855608, off
MonMay1004:22:46PDT2021, 0-3, 8, 1, 16 , 0.535,  5.407, 1.57,  0.607,  0.6886000000000001,  0.7854,  0.9222000000000001,  1.127,  1.407,  1.975,  3.4822000000000015, 867810, off
MonMay1005:22:38PDT2021, 0-3, 8, 1, 16 , 0.527,  6.047, 1.63,  0.631,  0.719,  0.799,  0.9462,  1.099,  1.3638,  1.955,  3.6998000000000038, 875817, off
MonMay1005:22:41PDT2021, 0-3, 8, 1, 16 , 0.511,  3.183, 1.28,  0.5678,  0.6406000000000001,  0.719,  0.855,  1.107,  1.3685999999999998,  1.761,  2.3654000000000006, 891898, off
MonMay1005:22:43PDT2021, 0-3, 8, 1, 16 , 0.519,  4.927, 1.53,  0.575,  0.655,  0.743,  0.8902000000000001,  1.135,  1.431,  2.0010000000000003,  3.2582000000000013, 876056, off
MonMay1005:22:44PDT2021, 0-3, 8, 1, 16 , 0.527,  6.495, 1.56,  0.5838,  0.663,  0.7454,  0.871,  1.035,  1.3445999999999998,  1.953,  3.4822000000000015, 871283, off
MonMay1006:22:34PDT2021, 0-3, 8, 1, 16 , 0.527,  4.479, 1.39,  0.583,  0.6486000000000001,  0.7293999999999999,  0.847,  0.975,  1.2486,  1.785,  2.8870000000000027, 879942, off
MonMay1006:22:39PDT2021, 0-3, 8, 1, 16 , 0.543,  5.663, 1.52,  0.639,  0.7286,  0.839,  0.9654,  1.131,  1.4278,  1.945,  2.9398000000000013, 854231, off
MonMay1006:22:44PDT2021, 0-3, 8, 1, 16 , 0.527,  5.727, 1.50,  0.583,  0.6486000000000001,  0.7373999999999999,  0.871,  1.063,  1.3878,  1.967,  3.1494000000000004, 873350, off
MonMay1006:22:45PDT2021, 0-3, 8, 1, 16 , 0.535,  6.143, 1.47,  0.623,  0.711,  0.7934,  0.9222000000000001,  1.031,  1.2597999999999998,  1.769,  2.8454000000000006, 871830, off
SunMay921:22:34PDT2021, 0-3, 8, 1, 16 , 0.527,  5.567, 1.50,  0.591,  0.671,  0.751,  0.871,  1.031,  1.3365999999999998,  1.891,  3.2710000000000026, 886147, off
SunMay921:22:44PDT2021, 0-3, 8, 1, 16 , 0.519,  2.815, 1.24,  0.567,  0.6246,  0.719,  0.8262,  1.007,  1.3317999999999999,  1.783,  2.2694000000000005, 887814, off
SunMay921:22:46PDT2021, 0-3, 8, 1, 16 , 0.519,  3.759, 1.23,  0.567,  0.6326,  0.703,  0.807,  0.935,  1.2134,  1.647,  2.2534000000000005, 889462, off
SunMay922:22:36PDT2021, 0-3, 8, 1, 16 , 0.527,  5.247, 1.47,  0.5998,  0.687,  0.7614,  0.8982000000000001,  1.035,  1.2997999999999998,  1.839,  3.128600000000002, 870285, off
SunMay922:22:43PDT2021, 0-3, 8, 1, 16 , 0.527,  2.495, 1.16,  0.615,  0.679,  0.7454,  0.8662000000000001,  0.967,  1.1878,  1.569,  1.9822000000000004, 884627, off
SunMay922:22:44PDT2021, 0-3, 8, 1, 16 , 0.535,  4.255, 1.33,  0.615,  0.6966,  0.775,  0.895,  0.999,  1.1798,  1.679,  2.607, 866047, off
SunMay922:22:54PDT2021, 0-3, 8, 1, 16 , 0.519,  4.159, 1.26,  0.583,  0.655,  0.7133999999999999,  0.831,  0.951,  1.191,  1.629,  2.4454000000000007, 886044, off
SunMay923:22:40PDT2021, 0-3, 8, 1, 16 , 0.511,  4.079, 1.26,  0.559,  0.615,  0.679,  0.767,  0.891,  1.1685999999999999,  1.673,  2.5094000000000007, 893426, off
SunMay923:22:42PDT2021, 0-3, 8, 1, 16 , 0.527,  5.599, 1.53,  0.599,  0.6806000000000001,  0.759,  0.903,  1.107,  1.391,  1.905,  3.1654000000000004, 873948, off
SunMay923:22:44PDT2021, 0-3, 8, 1, 16 , 0.535,  5.023, 1.51,  0.599,  0.687,  0.7774,  0.9062000000000001,  1.087,  1.3878,  1.935,  3.111000000000003, 871845, off
SunMay923:22:45PDT2021, 0-3, 8, 1, 16 , 0.535,  2.879, 1.27,  0.607,  0.679,  0.7774,  0.895,  1.015,  1.327,  1.771,  2.287, 860494, off
