Run No,Instance Id,Exp Time,Case No,VM Type,P-50,P-75,P-90,Avg RPS,Avg User Utilization(%), Avg System Utilization(%)
run_14,i-0624c4abea2e4ba9c,MonAug1620:37:50PDT2021,case_2,secondary,1.150,1.603,2.129,10.87k,23.3731,47.8347
run_24,i-062ce09e301443cf9,TueAug1706:30:31PDT2021,case_2,secondary,2.571,10.111,29.551,10.49k,23.0958,48.066
run_5,i-063c8c65427d50aa5,MonAug1611:44:24PDT2021,case_2,secondary,3481.599,6426.623,9519.103,9.87k,23.5095,50.9435
run_5,i-06420e695ad7f00af,MonAug1611:44:24PDT2021,case_2,secondary,4.061,28.335,133.759,10.46k,24.4369,49.2187
run_10,i-0673a0c9b6ccc7c8d,MonAug1616:40:45PDT2021,case_2,secondary,1.518,2.735,9.807,10.86k,23.6297,46.4835
run_14,i-068bbcf834506a4d8,MonAug1620:37:50PDT2021,case_2,secondary,1.389,2.273,9.327,10.88k,23.8079,46.7998
run_2,i-0690f51ccbcdf7d13,MonAug1608:46:35PDT2021,case_2,secondary,1055.743,2828.287,5013.503,10.16k,23.6936,50.2906
run_7,i-069c4e2ebcd66358e,MonAug1613:42:56PDT2021,case_2,secondary,901.631,2146.303,3792.895,10.12k,24.065,49.9438
run_2,i-06a56360c9122d8a0,MonAug1608:46:35PDT2021,case_2,secondary,1.728,3.571,13.775,10.87k,24.1819,49.7905
run_23,i-06ab0931b68c1cf0b,TueAug1705:31:14PDT2021,case_2,secondary,2615.295,4759.551,7090.175,10.15k,23.7475,50.6646
run_19,i-06baff05f74153ff1,TueAug1701:34:10PDT2021,case_2,secondary,3.459,13.639,54.815,10.44k,22.8635,49.6813
run_8,i-06d806aa2da43a2c2,MonAug1614:42:12PDT2021,case_2,secondary,2.703,9.279,27.791,10.45k,23.7855,49.2236
run_11,i-06df55fa39d1b50bc,MonAug1617:40:01PDT2021,case_2,secondary,1.521,2.171,3.267,10.87k,23.4279,47.8799
run_9,i-06e07dc4d20b01698,MonAug1615:41:29PDT2021,case_2,secondary,1.210,1.714,2.419,10.87k,24.0575,46.6935
run_16,i-06e6372ceb2b0bc07,MonAug1622:36:22PDT2021,case_2,secondary,1.165,1.624,2.117,10.86k,23.2993,47.1631
run_3,i-06f2f606deba405f7,MonAug1609:45:51PDT2021,case_2,secondary,2.179,6.079,22.047,10.45k,24.6053,49.7724
run_2,i-0706388cbd45bbe38,MonAug1608:46:35PDT2021,case_2,secondary,2.367,8.271,34.399,10.70k,24.2873,48.2393
run_13,i-0709719b22b4f0e00,MonAug1619:38:33PDT2021,case_2,secondary,1.530,2.675,13.015,10.86k,23.1249,47.2026
run_21,i-070aeb34e11dd4a26,TueAug1703:32:42PDT2021,case_2,secondary,1.213,1.797,5.779,10.87k,21.5103,46.3921
run_15,i-070e8171486c9e2b8,MonAug1621:37:06PDT2021,case_2,secondary,1.714,3.967,17.887,10.49k,24.0428,46.5162
run_20,i-0719c997a58812fc9,TueAug1702:33:26PDT2021,case_2,secondary,1.218,1.700,2.237,10.87k,21.4434,46.39
run_4,i-07320a69b59656e18,MonAug1610:45:08PDT2021,case_2,secondary,1.249,1.791,3.263,10.87k,24.2113,47.594
run_4,i-0742702fc4f4efcd5,MonAug1610:45:08PDT2021,case_2,secondary,4.095,20.911,87.167,10.40k,23.8328,49.1573
run_4,i-074ccd039e7c61aba,MonAug1610:45:08PDT2021,case_2,secondary,1.559,3.537,14.167,10.61k,23.4319,47.6872
run_8,i-074df7e2e72f57503,MonAug1614:42:12PDT2021,case_2,secondary,1290.239,3645.439,6356.991,10.05k,23.5308,51.1996
run_19,i-075289852f1378483,TueAug1701:34:10PDT2021,case_2,secondary,1.331,1.914,3.009,10.87k,23.0699,46.7387
run_13,i-07610cacb71e1694a,MonAug1619:38:33PDT2021,case_2,secondary,1.440,2.719,12.359,10.85k,23.6889,47.4782
run_10,i-0775399bbda6cc02c,MonAug1616:40:45PDT2021,case_2,secondary,1.409,2.349,9.503,10.87k,23.7593,46.3553
run_1,i-07870ff3fbbf35852,MonAug1607:47:19PDT2021,case_2,secondary,1.469,2.377,7.675,10.86k,24.4989,50.127
run_11,i-078cf380b6f875142,MonAug1617:40:01PDT2021,case_2,secondary,1.711,5.263,26.047,10.46k,23.2492,47.7093
run_1,i-079b5f2c2d64c3bb5,MonAug1607:47:19PDT2021,case_2,secondary,2.119,6.891,26.591,10.49k,23.2713,47.0709
run_13,i-07b1f16fa7678914f,MonAug1619:38:33PDT2021,case_2,secondary,1.199,1.695,2.333,10.87k,23.0784,46.6014
run_16,i-07b93f759697f5ea5,MonAug1622:36:22PDT2021,case_2,secondary,2.767,11.647,44.831,10.46k,23.9215,50.2522
run_7,i-07c74f1f9f761f014,MonAug1613:42:56PDT2021,case_2,secondary,1.314,1.858,2.611,10.87k,24.0036,48.7
run_3,i-07dabe6c445c9e29b,MonAug1609:45:51PDT2021,case_2,secondary,2.391,7.595,24.319,10.45k,24.0312,48.8246
run_10,i-07ea0707a4d0ddb42,MonAug1616:40:45PDT2021,case_2,secondary,2.423,7.179,115.583,10.50k,24.5333,51.9133
run_17,i-07fd8e12f0cae07f2,MonAug1623:35:38PDT2021,case_2,secondary,1.372,2.093,6.363,10.88k,21.8379,47.6856
run_20,i-08070cb6d6feb89d5,TueAug1702:33:26PDT2021,case_2,secondary,1.657,3.621,16.167,10.57k,22.8405,48.0606
run_21,i-0827ebb9bd75639f8,TueAug1703:32:42PDT2021,case_2,secondary,2.361,8.711,29.935,10.49k,24.4059,48.934
run_13,i-08313807978558c43,MonAug1619:38:33PDT2021,case_2,secondary,2.243,8.471,27.343,10.51k,23.7402,47.2406
run_5,i-0848bc15b19176fe9,MonAug1611:44:24PDT2021,case_2,secondary,2.013,6.899,29.919,10.50k,23.9603,49.2852
run_12,i-08732b518cf99d195,MonAug1618:39:17PDT2021,case_2,secondary,3.105,12.799,70.783,10.55k,24.101,49.1267
run_22,i-08941bab31168d8a7,TueAug1704:31:58PDT2021,case_2,secondary,1079.295,2398.207,4149.247,10.47k,23.9706,49.7847
run_4,i-08ae3c3e630cf1edd,MonAug1610:45:08PDT2021,case_2,secondary,2.487,8.967,41.087,10.49k,23.6192,47.8061
run_16,i-08affb674501317df,MonAug1622:36:22PDT2021,case_2,secondary,72.767,945.151,2664.447,10.65k,23.7764,49.4863
run_17,i-08b0bb4d9f2699531,MonAug1623:35:38PDT2021,case_2,secondary,1.601,2.911,15.831,10.83k,23.2048,46.8242
run_20,i-08b2f1fec9af92a6a,TueAug1702:33:26PDT2021,case_2,secondary,1.210,1.692,2.239,10.87k,21.3836,46.2832
run_6,i-08d31632b981cb02c,MonAug1612:43:40PDT2021,case_2,secondary,2.010,7.931,28.687,10.47k,21.5825,47.7885
run_8,i-08d6baaf33d2eb241,MonAug1614:42:12PDT2021,case_2,secondary,2.353,7.655,23.967,10.49k,23.7095,48.2962
run_3,i-08f8e8baebf9ddbdb,MonAug1609:45:51PDT2021,case_2,secondary,2.773,9.935,27.231,10.47k,23.7561,48.6769
run_24,i-08fe729e35189db59,TueAug1706:30:31PDT2021,case_2,secondary,2.141,6.559,24.143,10.68k,23.8549,47.1326
run_1,i-08fef8e0f6c70af5b,MonAug1607:47:19PDT2021,case_2,secondary,2.337,8.383,30.591,10.43k,23.789,49.0648
run_15,i-0903d03581bc73ac0,MonAug1621:37:06PDT2021,case_2,secondary,1.887,4.283,16.815,10.54k,23.4041,47.137
run_5,i-090d6af4fcf2889d8,MonAug1611:44:24PDT2021,case_2,secondary,2.279,7.539,23.103,10.42k,24.2223,50.4142
run_1,i-09340da378634214b,MonAug1607:47:19PDT2021,case_2,secondary,1.080,1.494,1.868,10.87k,21.319,46.163
run_12,i-09424200e7ecd63c1,MonAug1618:39:17PDT2021,case_2,secondary,764.415,1934.335,3739.647,10.81k,23.3742,49.8023
run_20,i-0952b999f642794e1,TueAug1702:33:26PDT2021,case_2,secondary,1.338,2.071,6.359,10.85k,21.7639,46.8212
run_11,i-09602efb4ae3d7801,MonAug1617:40:01PDT2021,case_2,secondary,3.219,12.895,36.351,10.39k,23.7491,49.6135
run_16,i-096dd813b05d1a897,MonAug1622:36:22PDT2021,case_2,secondary,4.519,112.511,829.439,10.77k,23.569,50.1692
run_9,i-09792836c096e53e5,MonAug1615:41:29PDT2021,case_2,secondary,1.092,1.502,1.873,10.87k,23.7675,48.6842
run_13,i-097bc980e375a68bf,MonAug1619:38:33PDT2021,case_2,secondary,3.009,14.103,60.895,10.53k,24.189,50.0825
run_18,i-0988414aa7f894a0c,TueAug1700:34:54PDT2021,case_2,secondary,1.902,4.711,56.063,10.88k,24.119,48.6745
run_18,i-09954957d2f3f6dac,TueAug1700:34:54PDT2021,case_2,secondary,2.051,7.067,30.815,10.43k,23.3975,47.094
run_20,i-09a737b3a6f610502,TueAug1702:33:26PDT2021,case_2,secondary,2.040,5.619,23.343,10.44k,22.2777,48.6852
run_16,i-09ae34311e5caf8ca,MonAug1622:36:22PDT2021,case_2,secondary,2.163,6.527,22.655,10.45k,24.2209,46.9616
run_22,i-09b17d347518e32f5,TueAug1704:31:58PDT2021,case_2,secondary,1.542,3.539,123.839,10.88k,24.1883,50.1371
run_22,i-09bc3f748fda91b1c,TueAug1704:31:58PDT2021,case_2,secondary,2824.191,5025.791,7389.183,10.56k,23.3023,48.5002
run_7,i-09c33a228a31e669f,MonAug1613:42:56PDT2021,case_2,secondary,3.289,24.767,160.255,10.48k,23.4985,48.2375
run_23,i-09db1bde92972d628,TueAug1705:31:14PDT2021,case_2,secondary,2.021,6.415,25.999,10.65k,24.4274,49.9125
run_17,i-09ea8712c3765eaf9,MonAug1623:35:38PDT2021,case_2,secondary,1.232,1.734,2.307,10.87k,24.5075,49.7589
run_12,i-09f39b47ea64325f0,MonAug1618:39:17PDT2021,case_2,secondary,1.713,4.467,21.407,10.62k,23.4311,45.9398
run_13,i-09f5250800ef113a7,MonAug1619:38:33PDT2021,case_2,secondary,1.633,3.711,17.775,10.87k,24.2794,48.2288
run_19,i-09f86a010b0d80211,TueAug1701:34:10PDT2021,case_2,secondary,1.303,1.846,2.801,10.87k,23.5548,47.3341
run_21,i-0a093c1cb878a8491,TueAug1703:32:42PDT2021,case_2,secondary,1.482,2.447,9.159,10.50k,20.9758,45.5933
run_17,i-0a129552e3208f749,MonAug1623:35:38PDT2021,case_2,secondary,1.231,1.743,2.501,10.87k,23.3992,47.6674
run_8,i-0a193a5a0a1ef27ad,MonAug1614:42:12PDT2021,case_2,secondary,1.741,4.787,20.671,10.48k,24.4889,49.6088
run_21,i-0a47bd6ec15acaf62,TueAug1703:32:42PDT2021,case_2,secondary,1.343,1.986,5.071,10.87k,21.2237,45.2773
run_17,i-0a4b77e6420687836,MonAug1623:35:38PDT2021,case_2,secondary,1.466,2.229,6.431,10.86k,21.7886,47.0081
run_1,i-0a63f06a8a41b4580,MonAug1607:47:19PDT2021,case_2,secondary,1.498,2.689,9.175,10.86k,24.0499,47.134
run_2,i-0a7670f9337f5f633,MonAug1608:46:35PDT2021,case_2,secondary,1.792,2.989,11.735,10.86k,23.0518,46.181
run_1,i-0a822fb233bdd47cf,MonAug1607:47:19PDT2021,case_2,secondary,2.109,7.759,24.703,10.56k,23.7322,47.6391
run_1,i-0a9c613c84f94fcad,MonAug1607:47:19PDT2021,case_2,secondary,1.182,1.665,2.251,10.33k,23.4672,47.4315
run_5,i-0adbe775b5b568980,MonAug1611:44:24PDT2021,case_2,secondary,2.879,12.543,59.167,10.52k,23.6071,48.5496
run_21,i-0ae0deb25fa5cfa8c,TueAug1703:32:42PDT2021,case_2,secondary,1.845,5.831,27.327,10.48k,24.1515,48.69
run_14,i-0ae3eddb2b36ddcc2,MonAug1620:37:50PDT2021,case_2,secondary,1.270,1.854,3.657,10.87k,23.2943,47.0139
run_15,i-0b1573a44be2a95c5,MonAug1621:37:06PDT2021,case_2,secondary,1.400,2.093,4.799,10.87k,22.6488,50.0798
run_21,i-0b19cf3740464c8d3,TueAug1703:32:42PDT2021,case_2,secondary,2.277,7.043,23.727,10.52k,25.1147,50.6092
run_8,i-0b35aa502c28ca74c,MonAug1614:42:12PDT2021,case_2,secondary,1.733,3.697,12.399,10.87k,21.6879,49.8937
run_3,i-0b3c22b3aa3f7de0a,MonAug1609:45:51PDT2021,case_2,secondary,1.525,2.579,14.679,10.87k,23.5158,48.1441
run_15,i-0b4fcee5a97140c69,MonAug1621:37:06PDT2021,case_2,secondary,2.561,10.679,61.087,10.48k,23.7356,47.4239
run_18,i-0b71089120ffabfc9,TueAug1700:34:54PDT2021,case_2,secondary,2.397,10.311,34.879,10.56k,23.1684,48.4031
run_22,i-0b91653135dd8bf7e,TueAug1704:31:58PDT2021,case_2,secondary,1.390,2.169,5.975,10.87k,23.4258,47.2182
run_4,i-0b94d664269234043,MonAug1610:45:08PDT2021,case_2,secondary,1.634,3.563,13.831,10.87k,23.5282,46.5383
run_9,i-0b9aa98b884be4e04,MonAug1615:41:29PDT2021,case_2,secondary,1.336,2.101,8.983,10.86k,23.7604,48.9147
run_12,i-0b9b68bef22267fc6,MonAug1618:39:17PDT2021,case_2,secondary,1.547,2.677,10.151,10.86k,23.0562,47.2952
run_1,i-0bacfb9ae827472dc,MonAug1607:47:19PDT2021,case_2,secondary,1.709,4.115,19.343,10.52k,22.3747,49.2547
